MF,Fraction,mz,Retention_time,Cell_9312_A,Cell_9312_B,Cell_9312_C,Cell_9313_A,Cell_9313_B,Cell_9313_C,Vesicle_9312_1,Vesicle_9312_2,Vesicle_9312_3,Vesicle_9313_2,Vesicle_9313_1,Vesicle_9313_3
30_HILICPos,HILICPos,98.98461,11.675,NA,NA,NA,0.030020798,0.033711572,0.002561489,NA,NA,NA,NA,NA,NA
42_HILICPos,HILICPos,102.05537,12,0.083872286,0.06550186,0.065891853,0.111511273,0.127656983,0.010136982,NA,NA,NA,NA,NA,NA
55_HILICPos,HILICPos,106.05023,11.816,0.007941936,0.005449592,0.00445301,0.00586099,0.005704954,4.81E-04,NA,NA,NA,NA,NA,NA
58_HILICPos,HILICPos,107.02435,8.95,9.40E-04,6.73E-04,7.51E-04,0.001404478,0.004068454,3.35E-04,NA,NA,NA,NA,NA,NA
61_HILICPos,HILICPos,109.02871,14.138,8.61E-04,7.57E-04,4.09E-04,3.38E-04,6.96E-04,NA,NA,NA,NA,NA,NA,NA
62_HILICPos,HILICPos,109.02874,11.797,1.68E-04,1.92E-04,2.29E-04,0.001924075,0.002023291,1.54E-04,NA,NA,NA,NA,NA,NA
63_HILICPos,HILICPos,109.02879,13.468,8.01E-04,6.06E-04,3.43E-04,3.02E-04,5.06E-04,NA,NA,NA,NA,NA,NA,NA
67_HILICPos,HILICPos,112.05087,7.304,0.044189685,0.041823257,0.030585228,0.142166788,0.054805298,0.00426196,NA,NA,NA,NA,NA,NA
81_HILICPos,HILICPos,116.03456,11.452,9.87E-05,NA,NA,0.002495392,0.002641827,1.78E-04,NA,NA,NA,NA,NA,NA
82_HILICPos,HILICPos,116.07085,10.374,0.029071436,0.022475506,0.017540401,0.08368143,0.013903838,0.006113822,NA,NA,NA,NA,NA,NA
90_HILICPos,HILICPos,117.75557,7.859,NA,NA,NA,0.024543099,0.020580331,0.00558396,NA,NA,NA,NA,NA,NA
91_HILICPos,HILICPos,117.96671,7.869,NA,NA,NA,0.003423049,0.004107285,0.00140218,NA,NA,NA,NA,NA,NA
92_HILICPos,HILICPos,118.08636,7.888,0.153316267,0.131166692,0.12518484,39.25169907,53.69579923,7.09024218,NA,NA,NA,NA,NA,NA
94_HILICPos,HILICPos,118.20457,7.867,NA,NA,NA,0.001237971,0.001539332,6.89E-04,NA,NA,NA,NA,NA,NA
95_HILICPos,HILICPos,118.41861,7.862,NA,NA,NA,0.023460747,0.014125583,0.005332052,NA,NA,NA,NA,NA,NA
99_HILICPos,HILICPos,120.06576,10.676,0.005841539,0.004606631,0.004560356,0.034115212,0.035068085,0.002446519,NA,NA,NA,NA,NA,NA
100_HILICPos,HILICPos,120.06577,11.338,0.002458347,0.002107841,0.002069785,0.003538916,0.005012658,5.26E-04,NA,NA,NA,NA,NA,NA
106_HILICPos,HILICPos,121.05109,8.857,0.003720806,0.00291624,0.003150215,0.006024737,0.014967924,0.00128518,NA,NA,NA,NA,NA,NA
139_HILICPos,HILICPos,130.04996,10.991,0.007652369,0.002638593,0.009095678,1.244974933,1.047857688,0.116941946,NA,NA,NA,NA,NA,NA
147_HILICPos,HILICPos,130.43401,11.476,3.75E-05,1.49E-06,9.52E-05,7.07E-04,4.44E-04,6.43E-05,NA,NA,NA,NA,NA,NA
157_HILICPos,HILICPos,133.02782,14.073,0.021748217,0.017718565,0.019685067,0.051053188,0.071761991,0.013767731,NA,NA,NA,NA,NA,NA
159_HILICPos,HILICPos,133.06085,11.455,0.007320425,0.004350188,0.003950398,0.093183168,0.104268447,0.008266685,NA,NA,NA,NA,NA,NA
164_HILICPos,HILICPos,134.03256,7.337,0.001886457,0.001808819,0.001582767,0.0010531,0.001098265,2.03E-04,NA,NA,NA,NA,NA,NA
165_HILICPos,HILICPos,134.04488,12.26,0.010417782,0.008485654,0.008104358,0.076592945,0.080194224,0.005052692,NA,NA,NA,NA,NA,NA
171_HILICPos,HILICPos,136.06175,5.444,0.208801717,0.233353524,0.117821207,0.531740024,0.647704844,0.075296405,NA,NA,NA,NA,NA,NA
175_HILICPos,HILICPos,137.04594,8.952,9.31E-04,7.45E-04,7.78E-04,0.003527023,0.006509408,4.06E-04,NA,NA,NA,NA,NA,NA
211_HILICPos,HILICPos,145.04953,11.8,0.001527124,0.001761838,0.001771451,0.015510314,0.018007096,0.001386476,NA,NA,NA,NA,NA,NA
218_HILICPos,HILICPos,146.61661,11.458,NA,NA,NA,0.001119297,7.22E-04,1.14E-04,NA,NA,NA,NA,NA,NA
221_HILICPos,HILICPos,147.07634,11.595,0.001945504,0.00135739,0.001629849,1.896202602,1.541714847,0.172158454,NA,NA,NA,NA,NA,NA
222_HILICPos,HILICPos,147.07637,9.935,NA,NA,NA,0.062968811,0.052276401,0.001739223,NA,NA,NA,NA,NA,NA
226_HILICPos,HILICPos,147.11281,18.265,0.004787732,0.003574953,0.003067175,0.010670654,0.010254687,9.84E-04,NA,NA,NA,NA,NA,NA
227_HILICPos,HILICPos,147.5378,11.455,NA,NA,NA,0.001051316,7.03E-04,1.06E-04,NA,NA,NA,NA,NA,NA
229_HILICPos,HILICPos,148.06026,12,1.79677603,1.394718375,1.438991101,2.417984646,2.738765203,0.208847576,NA,NA,NA,NA,NA,NA
230_HILICPos,HILICPos,148.06172,8.953,0.002010527,0.001565504,0.001715455,0.003080489,0.008257138,6.54E-04,NA,NA,NA,NA,NA,NA
232_HILICPos,HILICPos,148.09676,7.386,0.015644695,0.031209276,0.027824081,0.265430141,0.26001983,0.029738178,NA,NA,NA,NA,NA,NA
234_HILICPos,HILICPos,148.52649,11.999,9.07E-04,9.64E-04,9.19E-04,0.001278816,0.001553569,1.19E-04,NA,NA,NA,NA,NA,NA
237_HILICPos,HILICPos,149.04588,8.953,0.002012695,0.001532252,0.001648932,0.003269601,0.008546743,6.87E-04,NA,NA,NA,NA,NA,NA
239_HILICPos,HILICPos,150.00626,7.347,NA,1.65E-04,9.78E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
247_HILICPos,HILICPos,152.05666,8.623,0.024021173,0.033251629,0.02228604,0.006733741,0.010923387,0.002066339,NA,NA,NA,NA,NA,NA
252_HILICPos,HILICPos,154.02647,11.679,NA,NA,NA,0.002081329,0.001811717,1.29E-04,NA,NA,NA,NA,NA,NA
253_HILICPos,HILICPos,154.07227,9.585,0.007049428,0.01056177,0.007799021,0.229666182,0.124747792,0.006340239,NA,NA,NA,NA,NA,NA
255_HILICPos,HILICPos,154.13388,9.374,NA,NA,NA,0.029177125,0.026485106,0.001245162,NA,NA,NA,NA,NA,NA
256_HILICPos,HILICPos,154.13393,11.165,NA,NA,NA,0.015675063,0.011635829,0.001074983,NA,NA,NA,NA,NA,NA
258_HILICPos,HILICPos,155.01036,11.668,NA,NA,NA,0.071414861,0.081117575,0.006374184,NA,NA,NA,NA,NA,NA
261_HILICPos,HILICPos,156.07681,11.12,0.014369985,0.01226654,0.011417782,0.0095598,0.010833017,8.83E-04,NA,NA,NA,NA,NA,NA
275_HILICPos,HILICPos,159.07639,12.279,0.029626077,0.024992176,0.034932958,0.050967327,0.028457748,0.001750534,NA,NA,NA,NA,NA,NA
289_HILICPos,HILICPos,162.07611,10.411,NA,NA,NA,0.002479037,0.003382417,1.81E-04,NA,NA,NA,NA,NA,NA
307_HILICPos,HILICPos,165.52089,8.958,7.54E-04,5.81E-04,6.55E-04,0.001256976,0.00301587,2.63E-04,NA,NA,NA,NA,NA,NA
309_HILICPos,HILICPos,166.07213,6.575,NA,0.013254998,0.011091554,0.037865539,NA,0.383517066,NA,NA,NA,NA,NA,NA
312_HILICPos,HILICPos,166.62648,8.962,7.47E-04,5.31E-04,6.02E-04,0.001200809,0.002831096,2.44E-04,NA,NA,NA,NA,NA,NA
320_HILICPos,HILICPos,169.05843,11.457,NA,NA,NA,0.040475236,0.023664726,0.001698635,NA,NA,NA,NA,NA,NA
322_HILICPos,HILICPos,170.04227,12.063,5.33E-04,3.51E-04,4.98E-04,5.97E-04,4.98E-04,5.85E-05,NA,NA,NA,NA,NA,NA
324_HILICPos,HILICPos,171.07637,12.005,0.110635768,4.38E-04,0.089188208,0.159068881,0.169216252,0.013257541,NA,NA,NA,NA,NA,NA
325_HILICPos,HILICPos,171.07642,11.14,0.002077135,7.87E-04,0.002192954,0.25358156,0.197494954,0.022501622,NA,NA,NA,NA,NA,NA
330_HILICPos,HILICPos,172.03688,11.687,NA,NA,NA,0.002361957,0.002580552,1.88E-04,NA,NA,NA,NA,NA,NA
340_HILICPos,HILICPos,174.03862,8.578,9.89E-04,0.001157896,9.20E-04,2.03E-04,NA,NA,NA,NA,NA,NA,NA,NA
344_HILICPos,HILICPos,175.0715,11.97,8.88E-04,6.30E-04,7.18E-04,7.50E-04,6.29E-04,NA,NA,NA,NA,NA,NA,NA
347_HILICPos,HILICPos,175.11896,18.883,0.016341861,0.013209135,0.011590853,0.067018757,0.042252658,0.003069098,NA,NA,NA,NA,NA,NA
349_HILICPos,HILICPos,176.10287,12.278,0.053964028,0.051399717,0.053617878,0.092149349,0.056116932,0.00395668,NA,NA,NA,NA,NA,NA
353_HILICPos,HILICPos,177.05078,11.716,6.63E-04,1.33E-04,5.73E-04,0.001965785,0.004537586,6.06E-04,NA,NA,NA,NA,NA,NA
354_HILICPos,HILICPos,177.05096,12.262,0.00120622,0.001038423,8.71E-04,0.004407508,0.008475251,9.10E-04,NA,NA,NA,NA,NA,NA
359_HILICPos,HILICPos,178.00859,12.259,6.42E-04,4.39E-04,6.11E-04,0.002594766,0.002000839,2.57E-04,NA,NA,NA,NA,NA,NA
361_HILICPos,HILICPos,178.07234,8.146,6.58E-04,7.21E-04,0.001209924,0.005882105,7.31E-04,5.70E-04,NA,NA,NA,NA,NA,NA
362_HILICPos,HILICPos,178.07239,10.585,0.001232971,6.72E-04,6.63E-04,NA,0.001076632,3.50E-04,NA,NA,NA,NA,NA,NA
382_HILICPos,HILICPos,181.05934,6.004,0.001158525,0.001136001,0.00161074,0.012260854,0.00578726,6.99E-04,NA,NA,NA,NA,NA,NA
383_HILICPos,HILICPos,181.08321,8.963,0.002623368,0.002168407,0.002350943,0.004207938,0.008875208,8.19E-04,NA,NA,NA,NA,NA,NA
391_HILICPos,HILICPos,182.06729,8.595,0.008717053,0.010098412,0.010545802,0.162601697,0.091156113,0.007845271,NA,NA,NA,NA,NA,NA
392_HILICPos,HILICPos,182.06731,7.588,0.013700898,0.01918977,0.023064187,0.107915467,0.047142954,0.005937616,NA,NA,NA,NA,NA,NA
409_HILICPos,HILICPos,186.10599,11.212,NA,NA,NA,0.091959022,0.11236732,0.005777642,NA,NA,NA,NA,NA,NA
420_HILICPos,HILICPos,188.05426,8.936,0.018600635,0.013237682,0.015418675,0.026870242,0.070983521,0.004564133,NA,NA,NA,NA,NA,NA
421_HILICPos,HILICPos,188.06686,12.012,0.001239786,9.92E-04,9.69E-04,0.001584245,0.003592502,4.21E-04,NA,NA,NA,NA,NA,NA
425_HILICPos,HILICPos,189.08699,11.958,0.001726719,0.001380103,0.001366034,0.002882193,0.003051799,2.18E-04,NA,NA,NA,NA,NA,NA
426_HILICPos,HILICPos,189.08708,8.993,NA,NA,NA,0.005407334,0.003615323,3.99E-04,NA,NA,NA,NA,NA,NA
429_HILICPos,HILICPos,189.15981,16.42,0.00238899,0.002215512,0.002745964,0.008981766,0.008312187,5.18E-04,NA,NA,NA,NA,NA,NA
430_HILICPos,HILICPos,190.01253,8.584,2.19E-04,2.41E-04,2.09E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
431_HILICPos,HILICPos,190.07097,11.742,0.004976692,0.003924836,0.003917792,0.002015447,0.002045794,2.27E-04,NA,NA,NA,NA,NA,NA
434_HILICPos,HILICPos,191.04024,11.464,NA,NA,8.63E-05,0.002522421,0.002353185,4.32E-04,NA,NA,NA,NA,NA,NA
435_HILICPos,HILICPos,191.06628,13.423,NA,3.04E-04,2.07E-04,0.001813907,0.001687421,1.59E-04,NA,NA,NA,NA,NA,NA
438_HILICPos,HILICPos,192.00941,11.06,3.53E-04,1.92E-04,2.13E-04,6.77E-04,6.83E-04,6.76E-05,NA,NA,NA,NA,NA,NA
439_HILICPos,HILICPos,192.02428,12.053,0.001229808,7.69E-04,0.001084998,0.001431346,0.001972969,3.38E-04,NA,NA,NA,NA,NA,NA
455_HILICPos,HILICPos,196.08282,6.177,0.037769617,0.038172956,0.056946476,0.42799541,0.211108372,0.024274485,NA,NA,NA,NA,NA,NA
461_HILICPos,HILICPos,197.04085,12.26,0.003073224,0.002507055,0.002242913,0.01109632,0.020583124,0.002191289,NA,NA,NA,NA,NA,NA
462_HILICPos,HILICPos,197.07819,8.548,NA,3.43E-04,3.24E-04,0.003143952,0.002578678,2.36E-04,NA,NA,NA,NA,NA,NA
465_HILICPos,HILICPos,198.05896,8,NA,NA,NA,0.001094701,0.002805803,5.61E-04,NA,NA,NA,NA,NA,NA
466_HILICPos,HILICPos,198.06224,8.947,0.002193934,0.001918007,0.002217254,0.012374546,0.011142134,8.75E-04,NA,NA,NA,NA,NA,NA
467_HILICPos,HILICPos,198.08493,12.309,0.004876526,0.004227647,0.006020474,0.006588397,0.002475576,NA,NA,NA,NA,NA,NA,NA
468_HILICPos,HILICPos,198.09721,11.8,3.96E-04,4.98E-04,5.05E-04,0.00427017,0.004839906,3.79E-04,NA,NA,NA,NA,NA,NA
469_HILICPos,HILICPos,198.12372,9.457,NA,NA,NA,0.120439006,0.110945524,0.005115956,NA,NA,NA,NA,NA,NA
470_HILICPos,HILICPos,198.12378,11.167,NA,NA,NA,0.073653002,0.05193697,0.004879954,NA,NA,NA,NA,NA,NA
477_HILICPos,HILICPos,199.09267,7.869,NA,NA,NA,0.024303406,0.04940262,0.00619566,NA,NA,NA,NA,NA,NA
493_HILICPos,HILICPos,202.01268,7.461,NA,3.35E-04,3.27E-04,0.003321221,0.001691088,1.60E-04,NA,NA,NA,NA,NA,NA
494_HILICPos,HILICPos,202.07108,11.837,4.16E-04,4.49E-04,3.57E-04,0.00383029,6.11E-04,NA,NA,NA,NA,NA,NA,NA
505_HILICPos,HILICPos,203.10266,9.959,2.66E-04,2.83E-04,1.30E-04,0.005229331,0.004559756,3.04E-04,NA,NA,NA,NA,NA,NA
508_HILICPos,HILICPos,203.15034,15.37,7.61E-04,7.11E-04,7.03E-04,0.001411641,0.001643877,NA,NA,NA,NA,NA,NA,NA
510_HILICPos,HILICPos,204.02832,8.923,0.001095828,8.12E-04,7.92E-04,NA,0.003610443,2.66E-04,NA,NA,NA,NA,NA,NA
511_HILICPos,HILICPos,204.04932,10.67,NA,NA,NA,NA,0.002541342,NA,NA,NA,NA,NA,NA,NA
512_HILICPos,HILICPos,204.04938,7.585,NA,4.84E-04,6.56E-04,0.002673965,7.58E-04,NA,NA,NA,NA,NA,NA,NA
514_HILICPos,HILICPos,204.08665,11.8,4.47E-04,4.82E-04,5.01E-04,0.003913735,0.004319547,3.70E-04,NA,NA,NA,NA,NA,NA
515_HILICPos,HILICPos,204.08777,12.852,6.85E-04,5.90E-04,5.69E-04,0.00142064,0.001648528,1.31E-04,NA,NA,NA,NA,NA,NA
519_HILICPos,HILICPos,205.08188,13.133,5.49E-04,4.59E-04,3.17E-04,0.001020057,7.81E-04,NA,NA,NA,NA,NA,NA,NA
520_HILICPos,HILICPos,205.08202,12.543,5.08E-04,4.09E-04,3.32E-04,0.00152806,0.001090663,NA,NA,NA,NA,NA,NA,NA
532_HILICPos,HILICPos,207.09865,8.949,0.001469867,0.001177109,0.001253246,0.002217622,0.005761932,4.25E-04,NA,NA,NA,NA,NA,NA
533_HILICPos,HILICPos,208.06387,6.928,0.001294172,0.001330287,0.001482482,NA,NA,NA,NA,NA,NA,NA,NA,NA
546_HILICPos,HILICPos,210.07237,11.51,9.33E-04,8.05E-04,9.15E-04,0.031588798,0.048310847,0.008022893,NA,NA,NA,NA,NA,NA
549_HILICPos,HILICPos,211.05644,12.023,0.012523988,0.010022313,0.008460243,0.014111554,0.02973789,0.003846406,NA,NA,NA,NA,NA,NA
568_HILICPos,HILICPos,215.0513,12.27,2.20E-04,1.75E-04,1.87E-04,8.78E-04,0.001511276,1.68E-04,NA,NA,NA,NA,NA,NA
588_HILICPos,HILICPos,217.98882,12.363,2.95E-04,1.77E-04,2.33E-04,4.43E-04,7.73E-04,1.89E-04,NA,NA,NA,NA,NA,NA
589_HILICPos,HILICPos,218.06482,6.009,0.003133625,0.003453516,0.005383241,0.035557386,0.016148482,0.001847962,NA,NA,NA,NA,NA,NA
590_HILICPos,HILICPos,218.07756,12.266,5.08E-04,4.59E-04,3.93E-04,0.00210581,0.003634129,3.72E-04,NA,NA,NA,NA,NA,NA
597_HILICPos,HILICPos,219.00537,13.693,0.002537391,0.001452809,6.33E-04,0.002568435,0.00315886,1.43E-04,NA,NA,NA,NA,NA,NA
598_HILICPos,HILICPos,219.02269,12.3,0.001682976,0.001227554,0.001334766,0.00369747,0.007477883,0.001175197,NA,NA,NA,NA,NA,NA
600_HILICPos,HILICPos,219.09752,11.915,0.006391014,0.005805256,0.005036879,0.007914917,0.007002443,5.10E-04,NA,NA,NA,NA,NA,NA
601_HILICPos,HILICPos,219.09753,12.223,0.002804071,0.003488587,0.004363068,0.00676808,0.007855101,2.60E-04,NA,NA,NA,NA,NA,NA
607_HILICPos,HILICPos,220.08272,2.647,3.30E-04,2.62E-04,4.60E-04,0.00198116,NA,NA,NA,NA,NA,NA,NA,NA
608_HILICPos,HILICPos,220.08279,13.022,NA,NA,NA,NA,NA,6.18E-05,NA,NA,NA,NA,NA,NA
609_HILICPos,HILICPos,220.08293,4.282,5.12E-04,3.47E-04,5.90E-04,0.001400838,NA,NA,NA,NA,NA,NA,NA,NA
617_HILICPos,HILICPos,221.08836,10.676,6.23E-04,5.04E-04,4.60E-04,0.001678181,0.002421061,2.04E-04,NA,NA,NA,NA,NA,NA
626_HILICPos,HILICPos,222.68083,16.497,2.93E-04,2.30E-04,4.08E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
647_HILICPos,HILICPos,227.06506,7.475,5.09E-04,5.60E-04,0.001150937,0.01072974,0.006041455,5.46E-04,NA,NA,NA,NA,NA,NA
653_HILICPos,HILICPos,228.09779,7.099,0.001306037,0.001111266,6.48E-04,0.018507519,0.003939619,6.11E-04,NA,NA,NA,NA,NA,NA
657_HILICPos,HILICPos,229.08073,8.94,0.001839609,0.001404275,0.001560594,0.002695753,0.007039526,4.48E-04,NA,NA,NA,NA,NA,NA
658_HILICPos,HILICPos,229.08797,11.878,0.001345897,0.001064517,0.001037992,0.018773507,0.020316605,0.001340591,NA,NA,NA,NA,NA,NA
662_HILICPos,HILICPos,230.09566,11.268,NA,NA,1.10E-04,0.701832145,0.849110274,0.043348611,NA,NA,NA,NA,NA,NA
663_HILICPos,HILICPos,230.09573,10.565,NA,NA,NA,0.005910162,0.009746141,0.001147301,NA,NA,NA,NA,NA,NA
665_HILICPos,HILICPos,230.99504,14.071,0.002712799,0.002221836,0.002497061,0.006455497,0.00951886,0.001843952,NA,NA,NA,NA,NA,NA
674_HILICPos,HILICPos,233.0383,12.252,7.49E-04,0.002199169,0.001392954,0.001769889,0.00614495,0.001291247,NA,NA,NA,NA,NA,NA
678_HILICPos,HILICPos,234.03885,6.013,NA,1.83E-04,3.18E-04,0.002548626,0.001023195,1.13E-04,NA,NA,NA,NA,NA,NA
685_HILICPos,HILICPos,235.09242,12.784,0.002149434,0.001997667,0.001709476,0.003007076,0.001279553,NA,NA,NA,NA,NA,NA,NA
687_HILICPos,HILICPos,235.10405,11.1,0.002953269,0.00199604,0.001528621,0.004409539,0.008904951,6.30E-04,NA,NA,NA,NA,NA,NA
691_HILICPos,HILICPos,235.16513,7.859,NA,NA,NA,2.909076687,3.259813291,0.214754357,NA,NA,NA,NA,NA,NA
692_HILICPos,HILICPos,235.93834,14.072,1.17E-04,1.13E-04,1.29E-04,3.33E-04,5.94E-04,1.16E-04,NA,NA,NA,NA,NA,NA
699_HILICPos,HILICPos,237.08328,11.457,5.59E-04,2.46E-04,2.62E-04,0.004235515,0.008005017,7.76E-04,NA,NA,NA,NA,NA,NA
705_HILICPos,HILICPos,238.06732,12.264,0.009725053,0.0080677,0.007064541,0.035680683,0.065046683,0.006748085,NA,NA,NA,NA,NA,NA
706_HILICPos,HILICPos,238.09335,9.421,0.001027302,9.33E-04,0.001221835,2.19E-04,NA,NA,NA,NA,NA,NA,NA,NA
712_HILICPos,HILICPos,239.09885,12.33,0.001783049,0.001550402,0.001341338,NA,NA,NA,NA,NA,NA,NA,NA,NA
723_HILICPos,HILICPos,240.10931,12.93,7.77E-04,6.59E-04,4.76E-04,8.67E-04,0.00117265,NA,NA,NA,NA,NA,NA,NA
731_HILICPos,HILICPos,242.09842,11.089,3.03E-04,1.68E-04,1.07E-04,4.54E-04,5.24E-04,NA,NA,NA,NA,NA,NA,NA
748_HILICPos,HILICPos,244.08054,4.248,0.011599434,0.009402602,0.019784154,0.040185034,0.014115123,0.001025432,NA,NA,NA,NA,NA,NA
750_HILICPos,HILICPos,244.08498,10.538,0.009536005,0.007488125,0.008560301,0.027855648,0.038959049,0.006569061,NA,NA,NA,NA,NA,NA
751_HILICPos,HILICPos,244.09288,8.483,0.003263426,0.003457175,0.001776985,0.003724351,0.004633946,2.32E-04,NA,NA,NA,NA,NA,NA
755_HILICPos,HILICPos,244.16566,11.959,0.001642732,0.001445944,0.001146086,0.005666135,0.005697669,3.53E-04,NA,NA,NA,NA,NA,NA
761_HILICPos,HILICPos,245.05051,11.784,0.002850089,0.002544033,0.002421447,0.008674579,0.019309814,0.00271004,NA,NA,NA,NA,NA,NA
762_HILICPos,HILICPos,245.11327,12.397,8.71E-04,8.84E-04,6.57E-04,0.010717795,0.006553751,3.58E-04,NA,NA,NA,NA,NA,NA
766_HILICPos,HILICPos,246.04071,4.279,3.23E-04,3.24E-04,3.28E-04,0.001188374,8.19E-04,NA,NA,NA,NA,NA,NA,NA
767_HILICPos,HILICPos,246.07951,12.461,0.002297462,0.001695653,0.001931018,0.027841754,0.017747244,0.001323422,NA,NA,NA,NA,NA,NA
768_HILICPos,HILICPos,246.09071,11.205,4.86E-04,NA,NA,0.00560226,0.007176498,7.82E-04,NA,NA,NA,NA,NA,NA
769_HILICPos,HILICPos,246.15033,7.863,NA,NA,NA,0.014224269,0.012901243,2.86E-04,NA,NA,NA,NA,NA,NA
771_HILICPos,HILICPos,247.05782,10.299,4.69E-04,4.45E-04,5.21E-04,0.002456814,0.003391592,1.32E-04,NA,NA,NA,NA,NA,NA
772_HILICPos,HILICPos,247.14023,11.101,2.45E-04,4.07E-05,NA,0.0019851,0.002065513,1.16E-04,NA,NA,NA,NA,NA,NA
773_HILICPos,HILICPos,248.02159,14.076,0.022292078,0.018016256,0.020422605,0.05334836,0.072823515,0.013903231,NA,NA,NA,NA,NA,NA
775_HILICPos,HILICPos,248.11281,12.072,7.21E-04,6.88E-04,8.03E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
778_HILICPos,HILICPos,249.10814,12.178,0.001408927,0.0012655,0.001220702,0.008125794,0.007223863,3.85E-04,NA,NA,NA,NA,NA,NA
783_HILICPos,HILICPos,250.0511,12.069,0.004357926,0.003012682,0.003268275,0.007630133,NA,0.00172347,NA,NA,NA,NA,NA,NA
784_HILICPos,HILICPos,250.07982,7.099,0.001478265,0.001278853,8.65E-04,0.019244216,0.004092591,6.48E-04,NA,NA,NA,NA,NA,NA
785_HILICPos,HILICPos,250.09346,12.874,6.70E-04,5.52E-04,4.66E-04,0.00377282,0.002186487,1.10E-04,NA,NA,NA,NA,NA,NA
787_HILICPos,HILICPos,251.03412,11.065,5.70E-04,3.57E-04,3.61E-04,9.92E-04,0.001788343,2.11E-04,NA,NA,NA,NA,NA,NA
788_HILICPos,HILICPos,251.05133,12.53,2.02E-04,2.02E-04,1.39E-04,4.57E-04,9.72E-04,9.53E-05,NA,NA,NA,NA,NA,NA
790_HILICPos,HILICPos,251.09901,11.466,2.83E-04,9.38E-05,3.01E-04,0.015587069,0.021543165,0.003405457,NA,NA,NA,NA,NA,NA
791_HILICPos,HILICPos,251.12386,11.154,6.19E-04,7.19E-04,6.97E-04,0.007240468,0.008725891,5.13E-04,NA,NA,NA,NA,NA,NA
792_HILICPos,HILICPos,251.13525,18.263,9.15E-04,6.77E-04,5.92E-04,0.002024571,0.001842724,1.39E-04,NA,NA,NA,NA,NA,NA
793_HILICPos,HILICPos,252.0778,11.348,0.001948106,0.001253838,0.006193951,0.017925881,0.01721477,7.55E-04,NA,NA,NA,NA,NA,NA
794_HILICPos,HILICPos,252.08293,12.016,0.039773273,0.031149575,0.029429576,0.049525147,0.103924548,0.014213464,NA,NA,NA,NA,NA,NA
795_HILICPos,HILICPos,252.10916,4.33,0.00205683,0.002990286,0.001163177,0.011321851,0.009325673,0.001532372,NA,NA,NA,NA,NA,NA
798_HILICPos,HILICPos,252.97704,14.07,0.001635626,0.001235671,0.00143222,0.003706516,0.005038981,9.72E-04,NA,NA,NA,NA,NA,NA
800_HILICPos,HILICPos,253.09657,11.613,0.001492257,NA,NA,0.002862452,0.004956212,5.40E-04,NA,NA,NA,NA,NA,NA
813_HILICPos,HILICPos,255.09097,7.463,NA,NA,NA,0.004153472,0.003502806,NA,NA,NA,NA,NA,NA,NA
814_HILICPos,HILICPos,255.09755,17.613,0.001329131,0.001245607,0.001146299,0.005209604,0.006694765,2.63E-04,NA,NA,NA,NA,NA,NA
815_HILICPos,HILICPos,255.10736,10.446,1.33E-04,1.45E-04,1.43E-04,0.014089649,0.011579604,8.37E-04,NA,NA,NA,NA,NA,NA
819_HILICPos,HILICPos,256.07776,12.273,4.00E-04,3.13E-04,2.78E-04,0.002018683,0.002790592,2.41E-04,NA,NA,NA,NA,NA,NA
820_HILICPos,HILICPos,256.08154,10.107,0.007609326,0.004756573,0.004879464,0.022147151,0.023152918,0.003030331,NA,NA,NA,NA,NA,NA
824_HILICPos,HILICPos,257.05054,11.781,8.25E-05,6.89E-05,6.57E-05,2.60E-04,6.63E-04,8.96E-05,NA,NA,NA,NA,NA,NA
826_HILICPos,HILICPos,257.0744,8.335,4.30E-04,0.000356782,3.82E-04,5.46E-04,3.47E-04,NA,NA,NA,NA,NA,NA,NA
829_HILICPos,HILICPos,257.14709,7.877,NA,NA,NA,0.329506069,0.324108674,0.089492765,NA,NA,NA,NA,NA,NA
832_HILICPos,HILICPos,258.10843,9.219,2.06E-04,3.14E-04,4.58E-04,6.35E-04,4.22E-04,NA,NA,NA,NA,NA,NA,NA
834_HILICPos,HILICPos,258.19229,7.856,NA,NA,NA,0.014295669,0.048801669,0.007582854,NA,NA,NA,NA,NA,NA
838_HILICPos,HILICPos,259.08105,11.649,1.21E-04,1.59E-04,1.81E-04,0.001834797,0.002157335,1.44E-04,NA,NA,NA,NA,NA,NA
839_HILICPos,HILICPos,259.09131,6.018,1.85E-04,1.79E-04,2.93E-04,0.002116245,9.09E-04,1.13E-04,NA,NA,NA,NA,NA,NA
840_HILICPos,HILICPos,259.09253,13.626,2.85E-04,2.01E-04,2.01E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
844_HILICPos,HILICPos,259.58951,8.94,9.87E-04,7.02E-04,8.94E-04,9.23E-04,0.009010598,1.17E-04,NA,NA,NA,NA,NA,NA
848_HILICPos,HILICPos,260.0545,4.249,0.002019751,0.001567587,0.003402781,0.008875052,0.003376457,2.18E-04,NA,NA,NA,NA,NA,NA
849_HILICPos,HILICPos,260.05466,12.998,NA,NA,NA,6.85E-04,8.46E-04,6.82E-05,NA,NA,NA,NA,NA,NA
851_HILICPos,HILICPos,260.17175,13.009,NA,NA,NA,0.003252032,0.002527452,1.19E-04,NA,NA,NA,NA,NA,NA
