MF,Fraction,mz,Retention_time,Cell_9312_A,Cell_9312_B,Cell_9312_C,Cell_9313_A,Cell_9313_B,Cell_9313_C,Vesicle_9312_1,Vesicle_9312_2,Vesicle_9312_3,Vesicle_9313_2,Vesicle_9313_1,Vesicle_9313_3
571_HILICNeg,HILICNeg,309.01965,12.267,4.73E-04,3.16E-04,3.29E-04,0.00186193,0.00234495,1.99E-04,NA,NA,NA,NA,NA,NA
574_HILICNeg,HILICNeg,313.00504,7.75,3.31E-04,1.93E-04,2.43E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
575_HILICNeg,HILICNeg,313.04514,12.798,9.22E-05,6.20E-04,6.19E-04,5.46E-04,NA,NA,NA,NA,NA,NA,NA,NA
576_HILICNeg,HILICNeg,313.10114,11.45,NA,NA,NA,0.012190275,0.007409017,7.81E-04,NA,NA,NA,NA,NA,NA
578_HILICNeg,HILICNeg,314.86472,14.087,0.08605512,0.072020495,0.069970347,0.173620945,0.351977348,0.068578166,NA,NA,NA,NA,NA,NA
581_HILICNeg,HILICNeg,315.04919,11.678,0.030666094,0.024108506,0.021760606,0.122307547,0.138904554,0.011421146,NA,NA,NA,NA,NA,NA
582_HILICNeg,HILICNeg,315.06897,12.002,0.045198287,0.035453562,0.034427633,0.094152719,0.108871244,0.006798519,NA,NA,NA,NA,NA,NA
583_HILICNeg,HILICNeg,315.94012,8.952,5.18E-04,3.52E-04,3.70E-04,7.63E-04,0.00168328,1.78E-04,NA,NA,NA,NA,NA,NA
586_HILICNeg,HILICNeg,317.05557,11.876,0.019089424,0.016925946,0.015995496,0.001867829,0.025630113,0.002003453,NA,NA,NA,0.001832726,0.008121356,0.002988204
587_HILICNeg,HILICNeg,317.93655,8.938,6.57E-04,4.15E-04,4.92E-04,9.45E-04,0.001886344,2.34E-04,NA,NA,NA,NA,NA,NA
588_HILICNeg,HILICNeg,318.06174,9.355,7.63E-04,8.93E-04,3.75E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
592_HILICNeg,HILICNeg,321.04993,11.282,0.001291563,0.001327629,8.58E-04,0.014829426,0.01416934,0.001313165,NA,NA,NA,NA,NA,NA
594_HILICNeg,HILICNeg,322.0452,13.214,0.003523419,0.003559241,0.001984902,0.003898612,6.65E-04,2.39E-04,NA,NA,NA,NA,NA,NA
595_HILICNeg,HILICNeg,323.02924,12.596,0.0096101,0.008749081,3.80E-04,0.018099238,0.020818806,0.001684897,NA,NA,NA,NA,NA,NA
596_HILICNeg,HILICNeg,323.03058,11.202,2.37E-04,1.68E-04,2.47E-04,6.21E-04,4.43E-04,3.75E-05,NA,NA,NA,NA,NA,NA
597_HILICNeg,HILICNeg,325.01874,11.197,9.13E-04,8.45E-04,9.17E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
599_HILICNeg,HILICNeg,325.84875,14.383,1.74E-04,1.52E-04,8.76E-05,1.78E-04,5.56E-04,1.38E-04,NA,NA,NA,NA,NA,NA
601_HILICNeg,HILICNeg,327.0177,12.274,2.02E-04,1.15E-04,1.17E-04,0.002232132,0.00339867,3.74E-04,NA,NA,NA,NA,NA,NA
608_HILICNeg,HILICNeg,330.06873,11.21,6.33E-04,6.60E-04,4.79E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
609_HILICNeg,HILICNeg,330.19278,2.587,6.79E-05,4.49E-05,1.16E-04,NA,NA,NA,NA,0.364065804,NA,NA,NA,NA
610_HILICNeg,HILICNeg,330.84232,14.06,0.008190504,0.006365719,0.007250177,0.018309469,0.028663002,0.005165925,NA,NA,NA,NA,NA,NA
613_HILICNeg,HILICNeg,331.04648,12.01,0.002755445,0.001985932,0.002059476,0.002362904,0.002683287,1.75E-04,NA,NA,NA,NA,NA,NA
614_HILICNeg,HILICNeg,331.07239,11.042,NA,NA,NA,0.002209276,0.002220097,6.04E-05,NA,NA,NA,NA,NA,NA
615_HILICNeg,HILICNeg,332.07571,11.625,NA,NA,NA,0.002969821,0.003918783,2.12E-04,NA,NA,NA,NA,NA,NA
616_HILICNeg,HILICNeg,332.14462,2.428,NA,NA,NA,7.70E-04,2.63E-04,3.21E-04,NA,NA,NA,NA,NA,NA
617_HILICNeg,HILICNeg,333.05975,11.784,NA,NA,NA,0.274694853,0.296055483,0.023942551,NA,NA,NA,NA,NA,NA
619_HILICNeg,HILICNeg,335.0477,11.198,0.00117087,0.001192256,0.001045485,0.005548737,0.00592455,NA,NA,NA,NA,NA,NA,NA
621_HILICNeg,HILICNeg,337.03137,11.617,7.57E-05,8.97E-05,3.87E-05,0.002755242,0.005830947,5.90E-04,NA,NA,NA,NA,NA,NA
622_HILICNeg,HILICNeg,337.05084,12.037,0.00326405,0.002269765,0.002687841,0.003210934,0.004368145,5.66E-04,NA,NA,NA,NA,NA,NA
624_HILICNeg,HILICNeg,338.06693,14.264,NA,1.12E-04,7.56E-05,0.00369534,0.001564383,1.65E-04,NA,NA,NA,NA,NA,NA
625_HILICNeg,HILICNeg,339.49548,11.798,8.78E-05,8.75E-05,7.91E-05,0.002263763,0.0025372,1.68E-04,NA,NA,NA,NA,NA,NA
626_HILICNeg,HILICNeg,341.03348,12.184,1.69E-04,1.32E-04,1.01E-04,8.58E-05,4.16E-04,3.91E-05,NA,NA,NA,NA,NA,NA
628_HILICNeg,HILICNeg,341.10907,12.21,0.405286192,0.391318705,0.401467061,2.218290166,2.646196208,0.276866553,NA,NA,NA,NA,NA,NA
630_HILICNeg,HILICNeg,342.06021,9.74,NA,NA,NA,0.015648269,0.013689617,0.001127301,NA,NA,NA,NA,NA,NA
631_HILICNeg,HILICNeg,343.9397,8.592,2.10E-05,6.74E-05,6.03E-05,4.66E-04,4.88E-04,7.03E-05,NA,NA,NA,NA,NA,NA
633_HILICNeg,HILICNeg,346.0564,11.923,0.030467948,0.0286894,0.017914347,0.024625719,0.024819224,0.001877352,NA,NA,NA,NA,NA,NA
635_HILICNeg,HILICNeg,347.03265,11.189,0.001411418,0.001149902,0.001043058,1.60E-04,2.72E-05,NA,NA,NA,NA,NA,NA,NA
638_HILICNeg,HILICNeg,350.14636,5.2,0.002960583,0.002935965,0.003015836,NA,NA,NA,NA,NA,NA,NA,NA,NA
642_HILICNeg,HILICNeg,355.02917,11.629,3.80E-04,1.35E-04,2.10E-04,0.001619462,0.003519327,3.67E-04,NA,NA,NA,NA,NA,NA
643_HILICNeg,HILICNeg,355.04889,12.045,6.94E-04,4.95E-04,3.64E-04,5.00E-04,0.002567562,4.45E-04,NA,NA,NA,NA,NA,NA
647_HILICNeg,HILICNeg,356.99048,14.173,0.01023592,0.007803517,0.003914949,0.001617772,0.003959061,2.04E-05,NA,NA,NA,NA,NA,NA
650_HILICNeg,HILICNeg,357.21503,2.618,7.95E-05,5.78E-05,1.30E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
651_HILICNeg,HILICNeg,362.05142,13.911,0.00185657,0.001723721,7.69E-04,7.11E-04,6.67E-04,3.23E-05,NA,NA,NA,NA,NA,NA
652_HILICNeg,HILICNeg,362.15771,6.675,NA,NA,NA,0.013068651,0.008695206,7.39E-04,NA,NA,NA,NA,NA,NA
653_HILICNeg,HILICNeg,363.00931,12.748,4.00E-04,3.81E-04,2.78E-04,6.37E-04,7.53E-04,4.97E-05,NA,NA,NA,NA,NA,NA
654_HILICNeg,HILICNeg,363.07886,11.779,0.015091163,0.01287779,0.013094418,0.048833152,0.093105386,0.013495684,NA,NA,NA,NA,NA,NA
657_HILICNeg,HILICNeg,371.23053,2.613,6.15E-05,5.55E-05,9.14E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
658_HILICNeg,HILICNeg,374.10648,11.807,7.90E-04,0.001207241,0.001100895,0.005314647,0.007641138,7.35E-04,NA,NA,NA,NA,NA,NA
660_HILICNeg,HILICNeg,375.06989,11.799,7.17E-05,1.15E-04,1.24E-04,0.002577288,0.002329681,2.51E-04,NA,NA,NA,NA,NA,NA
661_HILICNeg,HILICNeg,377.08594,11.8,0.053286573,0.054502178,0.05894486,0.303398917,0.394929915,0.044657383,NA,NA,NA,NA,NA,NA
662_HILICNeg,HILICNeg,378.1709,9.19,8.34E-05,8.35E-05,1.46E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
663_HILICNeg,HILICNeg,379.0827,11.799,0.015914787,0.016204514,0.017748488,0.091885236,0.12086914,0.013602104,NA,NA,NA,NA,NA,NA
664_HILICNeg,HILICNeg,381.08987,2.445,1.16E-04,7.10E-05,4.95E-05,4.48E-04,5.15E-04,6.99E-05,NA,NA,NA,NA,NA,NA
665_HILICNeg,HILICNeg,383.0246,11.629,NA,NA,NA,3.61E-04,9.29E-04,7.21E-05,NA,NA,NA,NA,NA,NA
668_HILICNeg,HILICNeg,383.12024,11.934,3.13E-04,6.83E-04,4.52E-04,0.002065666,0.003893123,3.97E-04,NA,NA,NA,NA,NA,NA
669_HILICNeg,HILICNeg,383.1203,8.232,2.22E-04,2.05E-04,2.26E-04,0.003358181,0.002929783,0.000251262,NA,NA,NA,NA,NA,NA
671_HILICNeg,HILICNeg,385.06091,11.713,3.38E-04,2.13E-04,2.49E-04,2.11E-04,9.01E-04,3.79E-04,NA,NA,NA,NA,NA,NA
674_HILICNeg,HILICNeg,387.00104,13.983,0.003687112,0.003100459,8.25E-04,NA,3.87E-05,NA,NA,NA,NA,NA,NA,NA
675_HILICNeg,HILICNeg,387.02548,11.28,2.92E-04,1.03E-04,1.50E-04,1.54E-05,5.55E-05,1.07E-05,NA,NA,NA,NA,NA,NA
676_HILICNeg,HILICNeg,387.11484,11.804,0.023641322,0.024767,0.02499524,0.137623628,0.169008907,0.016784975,NA,NA,NA,NA,NA,NA
678_HILICNeg,HILICNeg,390.86276,14.054,7.15E-04,6.14E-04,9.48E-04,0.00208241,0.00276848,6.13E-04,NA,NA,NA,NA,NA,NA
682_HILICNeg,HILICNeg,400.14816,11.984,7.77E-04,5.32E-04,5.21E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
683_HILICNeg,HILICNeg,401.13058,11.802,7.76E-04,9.91E-04,8.90E-04,0.00463237,0.006035817,6.37E-04,NA,NA,NA,NA,NA,NA
684_HILICNeg,HILICNeg,402.12558,11.92,1.69E-04,1.39E-04,1.62E-04,7.66E-04,2.21E-04,NA,NA,NA,NA,NA,NA,NA
685_HILICNeg,HILICNeg,404.10526,11.766,0.041722528,0.034002397,0.037123888,0.139558061,0.227835313,0.035279164,NA,NA,NA,NA,NA,NA
687_HILICNeg,HILICNeg,407.8894,14.058,4.52E-04,4.74E-04,4.46E-04,8.26E-04,0.001536774,2.42E-04,NA,NA,NA,NA,NA,NA
690_HILICNeg,HILICNeg,412.14822,9.907,0.003094988,0.003247905,0.004372912,NA,NA,NA,NA,NA,NA,NA,NA,NA
691_HILICNeg,HILICNeg,412.14835,9.463,0.002192744,0.002012301,0.002590098,NA,NA,NA,NA,NA,NA,NA,NA,NA
692_HILICNeg,HILICNeg,412.83206,14.059,0.005298805,0.004471341,0.004367231,0.009934032,0.02236926,0.004478589,NA,NA,NA,NA,NA,NA
696_HILICNeg,HILICNeg,414.16394,9.989,0.012452405,0.008336133,0.008341643,NA,NA,NA,NA,NA,NA,NA,NA,NA
697_HILICNeg,HILICNeg,415.10999,11.8,1.50E-04,3.53E-04,2.13E-04,0.001242948,0.002038973,1.75E-04,NA,NA,NA,NA,NA,NA
699_HILICNeg,HILICNeg,415.14651,12.944,4.98E-04,3.38E-04,5.50E-04,0.005907966,0.005597606,5.73E-04,NA,NA,NA,NA,NA,NA
700_HILICNeg,HILICNeg,420.07559,12.256,1.42E-04,8.68E-05,9.78E-05,0.001779351,0.00136085,2.38E-05,NA,NA,NA,NA,NA,NA
702_HILICNeg,HILICNeg,421.06906,11.715,7.36E-04,5.77E-04,5.19E-04,6.03E-04,0.003581948,7.49E-04,NA,NA,NA,NA,NA,NA
703_HILICNeg,HILICNeg,421.07645,13.797,1.66E-04,1.88E-04,2.15E-04,7.10E-04,0.001086978,3.21E-05,NA,NA,NA,NA,NA,NA
714_HILICNeg,HILICNeg,438.58463,14.864,2.32E-05,NA,NA,0.001646342,8.61E-04,2.48E-04,NA,NA,NA,NA,NA,NA
716_HILICNeg,HILICNeg,445.15469,11.443,NA,NA,NA,0.004383748,0.002640554,9.32E-05,NA,NA,NA,NA,NA,NA
717_HILICNeg,HILICNeg,446.1524,11.781,0.004432272,0.003327416,0.003028332,0.003635401,0.003575246,2.88E-04,NA,NA,NA,NA,NA,NA
719_HILICNeg,HILICNeg,450.14072,9.925,0.007910159,0.007499548,0.009827876,NA,NA,NA,NA,NA,NA,NA,NA,NA
720_HILICNeg,HILICNeg,452.13751,9.964,0.002536334,0.002283695,0.003042239,4.35E-04,9.85E-05,7.59E-06,NA,NA,NA,NA,NA,NA
721_HILICNeg,HILICNeg,452.21048,7.864,NA,NA,NA,7.02E-04,0.001039407,6.18E-05,NA,NA,NA,NA,NA,NA
722_HILICNeg,HILICNeg,455.09799,10.469,1.36E-04,2.20E-04,1.43E-04,0.002065305,0.004117421,1.22E-05,NA,NA,NA,NA,NA,NA
723_HILICNeg,HILICNeg,456.05933,12.2,2.81E-04,1.16E-04,1.60E-04,3.99E-04,4.63E-04,1.61E-05,NA,NA,NA,NA,NA,NA
724_HILICNeg,HILICNeg,458.26312,2.63,2.65E-04,1.52E-04,2.42E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
726_HILICNeg,HILICNeg,459.17072,11.448,NA,NA,NA,0.006037077,0.003219464,1.95E-04,NA,NA,NA,NA,NA,NA
727_HILICNeg,HILICNeg,460.01971,13.98,4.64E-04,5.37E-04,1.74E-04,6.65E-05,3.63E-05,NA,NA,NA,NA,NA,NA,NA
729_HILICNeg,HILICNeg,462.12286,12.014,0.001280949,0.0010626,9.27E-04,7.59E-04,0.001056777,2.57E-05,NA,NA,NA,NA,NA,NA
733_HILICNeg,HILICNeg,466.13519,9.469,2.53E-04,1.85E-04,2.02E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
734_HILICNeg,HILICNeg,468.12057,11.788,4.12E-04,3.01E-04,2.25E-04,3.04E-05,1.28E-05,1.10E-05,NA,NA,NA,NA,NA,NA
735_HILICNeg,HILICNeg,470.07541,12.135,2.03E-04,1.42E-04,1.75E-04,3.54E-04,4.12E-04,NA,NA,NA,NA,NA,NA,NA
736_HILICNeg,HILICNeg,472.10876,9.943,4.61E-04,3.78E-04,4.12E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
737_HILICNeg,HILICNeg,473.16342,11.707,NA,NA,NA,0.00451463,0.002901791,5.63E-05,NA,NA,NA,NA,NA,NA
738_HILICNeg,HILICNeg,474.14749,12.178,0.001096877,0.00110882,0.001138419,0.013662518,0.010562883,2.92E-04,NA,NA,NA,NA,NA,NA
739_HILICNeg,HILICNeg,477.17349,8.071,6.02E-04,5.90E-04,2.57E-04,0.002131403,0.003807105,2.83E-05,NA,NA,NA,NA,NA,NA
740_HILICNeg,HILICNeg,477.17368,9.065,0.001330766,0.001093531,5.49E-04,0.003613751,0.006303124,1.54E-04,NA,NA,NA,NA,NA,NA
741_HILICNeg,HILICNeg,478.09906,13.045,1.95E-04,1.25E-04,1.49E-04,0.011788042,0.008614208,8.14E-04,NA,NA,NA,NA,NA,NA
742_HILICNeg,HILICNeg,480.11472,12.965,NA,NA,NA,0.088177366,0.091739754,0.007638895,NA,NA,NA,NA,NA,NA
745_HILICNeg,HILICNeg,486.14795,11.922,3.34E-04,4.53E-04,4.02E-04,0.001070266,0.001125569,6.36E-05,NA,NA,NA,NA,NA,NA
746_HILICNeg,HILICNeg,486.29465,2.551,7.19E-05,7.97E-05,1.75E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
747_HILICNeg,HILICNeg,487.17911,11.697,NA,NA,1.15E-05,0.015603392,0.007173507,4.49E-04,NA,NA,NA,NA,NA,NA
748_HILICNeg,HILICNeg,488.16302,11.907,0.116532483,0.116141803,0.105686956,0.287240436,0.32736446,0.022373513,NA,NA,NA,NA,NA,NA
750_HILICNeg,HILICNeg,489.24017,9.472,2.74E-04,2.23E-04,1.91E-04,3.57E-05,3.01E-04,4.00E-05,NA,NA,NA,NA,NA,NA
752_HILICNeg,HILICNeg,496.10974,12.589,NA,NA,NA,0.002991131,0.00249775,3.17E-04,NA,NA,NA,NA,NA,NA
754_HILICNeg,HILICNeg,498.12537,13.709,NA,NA,NA,0.001650311,0.001492258,1.07E-04,NA,NA,NA,NA,NA,NA
755_HILICNeg,HILICNeg,500.07056,12.19,2.49E-04,1.63E-04,1.17E-04,0.001035112,3.31E-04,4.97E-05,NA,NA,NA,NA,NA,NA
756_HILICNeg,HILICNeg,502.08087,12.968,NA,NA,NA,0.003987073,0.005145376,4.71E-04,NA,NA,NA,NA,NA,NA
757_HILICNeg,HILICNeg,503.16287,13.628,NA,NA,NA,NA,NA,NA,0.221369647,0.313345553,0.438705565,0.010665848,NA,6.85E-04
758_HILICNeg,HILICNeg,505.85675,14.055,0.001070933,8.94E-04,0.001092653,0.002589677,0.003027954,7.50E-04,NA,NA,NA,NA,NA,NA
759_HILICNeg,HILICNeg,506.0712,12.064,2.19E-04,2.31E-04,1.25E-04,1.38E-04,3.43E-04,1.05E-04,NA,NA,NA,NA,NA,NA
760_HILICNeg,HILICNeg,507.72244,2.285,4.73E-04,3.12E-04,5.43E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
761_HILICNeg,HILICNeg,508.08609,9.94,3.77E-04,3.42E-04,4.28E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
762_HILICNeg,HILICNeg,510.12863,11.88,0.001986831,0.002299468,0.002071798,0.006567959,0.012176505,0.001027634,NA,NA,NA,NA,NA,NA
763_HILICNeg,HILICNeg,510.79947,14.065,6.87E-04,8.55E-04,7.35E-04,0.002131998,0.004473195,9.66E-04,NA,NA,NA,NA,NA,NA
765_HILICNeg,HILICNeg,513.15027,9.062,2.16E-04,2.03E-04,5.67E-05,5.38E-04,0.001310348,1.38E-05,NA,NA,NA,NA,NA,NA
766_HILICNeg,HILICNeg,515.07629,11.97,2.47E-04,3.06E-04,9.98E-05,1.79E-04,1.91E-04,NA,NA,NA,NA,NA,NA,NA
767_HILICNeg,HILICNeg,516.13617,10.17,NA,NA,NA,0.005959455,0.007587619,7.38E-04,NA,NA,NA,NA,NA,NA
769_HILICNeg,HILICNeg,520.15265,11.912,1.32E-04,1.58E-04,1.73E-04,6.03E-04,3.55E-04,1.24E-05,NA,NA,NA,NA,NA,NA
771_HILICNeg,HILICNeg,527.82672,14.064,3.21E-04,3.82E-04,3.06E-04,3.24E-04,0.001832298,4.54E-04,NA,NA,NA,NA,NA,NA
772_HILICNeg,HILICNeg,530.17358,11.807,0.003828399,0.003407288,0.003644231,0.00150488,9.65E-04,4.49E-05,NA,NA,NA,NA,NA,NA
773_HILICNeg,HILICNeg,532.76892,14.06,0.003763597,0.003032857,0.003105965,0.006689267,0.017162557,0.003435516,NA,NA,NA,NA,NA,NA
775_HILICNeg,HILICNeg,535.15265,11.205,0.019764033,0.024497884,0.026550759,1.13E-05,4.24E-05,NA,NA,NA,NA,NA,NA,NA
777_HILICNeg,HILICNeg,542.06329,12.971,NA,NA,NA,6.73E-04,8.34E-04,8.67E-05,NA,NA,NA,NA,NA,NA
778_HILICNeg,HILICNeg,542.10413,13.579,5.02E-04,5.83E-04,6.55E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
779_HILICNeg,HILICNeg,547.20117,12.515,1.76E-04,1.41E-04,7.82E-05,NA,NA,4.00E-05,NA,NA,NA,NA,NA,NA
781_HILICNeg,HILICNeg,552.09869,10.038,NA,NA,NA,0.003275861,0.003767961,4.28E-04,NA,NA,NA,NA,NA,NA
782_HILICNeg,HILICNeg,554.17413,10.132,NA,NA,NA,0.006184065,0.005040802,4.82E-04,NA,NA,NA,NA,NA,NA
783_HILICNeg,HILICNeg,557.12189,11.227,0.001351873,0.001448098,0.001625916,1.17E-05,1.65E-05,5.70E-06,NA,NA,NA,NA,NA,NA
784_HILICNeg,HILICNeg,565.04895,13.491,1.36E-04,6.20E-05,2.11E-04,0.001654804,0.001092029,4.79E-05,NA,NA,NA,NA,NA,NA
785_HILICNeg,HILICNeg,566.14008,11.987,1.00E-04,1.02E-04,7.92E-05,0.000152212,8.95E-05,NA,NA,NA,NA,NA,NA,NA
787_HILICNeg,HILICNeg,574.8952,14.176,0.001531482,0.001138367,3.25E-04,9.75E-06,NA,NA,NA,NA,NA,NA,NA,NA
788_HILICNeg,HILICNeg,576.14209,10.16,NA,NA,NA,0.011863856,0.013054477,0.00127619,NA,NA,NA,NA,NA,NA
789_HILICNeg,HILICNeg,579.02911,15.718,2.78E-04,2.13E-04,1.82E-04,6.75E-04,6.67E-04,NA,NA,NA,NA,NA,NA,NA
790_HILICNeg,HILICNeg,579.09314,11.23,3.46E-04,3.02E-04,3.08E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
792_HILICNeg,HILICNeg,586.13049,13.068,0.002002237,0.00116885,0.001271548,NA,NA,3.70E-06,NA,NA,NA,NA,NA,NA
793_HILICNeg,HILICNeg,588.07599,14.385,3.54E-04,3.63E-04,2.61E-04,NA,NA,3.19E-06,NA,NA,NA,NA,NA,NA
795_HILICNeg,HILICNeg,601.14032,13.627,NA,NA,NA,NA,NA,NA,0.702969333,0.945946415,1.185631075,0.025987909,1.38E-04,0.002777367
796_HILICNeg,HILICNeg,604.07111,14.918,0.001072932,4.39E-04,4.16E-04,0.00190677,0.001772563,6.34E-05,NA,NA,NA,NA,NA,NA
797_HILICNeg,HILICNeg,606.07568,12.67,0.002894782,0.002125289,0.002482938,0.007643772,0.00867468,6.35E-04,NA,NA,NA,NA,NA,NA
798_HILICNeg,HILICNeg,620.05518,14.672,2.68E-04,2.75E-04,1.77E-04,NA,NA,3.68E-06,NA,NA,NA,NA,NA,NA
799_HILICNeg,HILICNeg,620.85193,14.056,5.05E-04,4.49E-04,6.04E-04,0.00167452,0.001394178,4.31E-04,NA,NA,NA,NA,NA,NA
802_HILICNeg,HILICNeg,625.79419,14.081,8.02E-04,7.75E-04,7.05E-04,0.001405928,0.004653989,8.97E-04,NA,NA,NA,NA,NA,NA
803_HILICNeg,HILICNeg,628.0459,12.687,9.84E-05,7.61E-05,7.31E-05,2.15E-04,4.47E-04,6.94E-06,NA,NA,NA,NA,NA,NA
806_HILICNeg,HILICNeg,653.11548,12.054,4.06E-04,2.71E-04,1.86E-04,6.44E-05,5.96E-04,9.25E-05,NA,NA,NA,NA,NA,NA
807_HILICNeg,HILICNeg,653.20673,10.137,NA,NA,NA,0.011817703,0.006449379,6.14E-04,NA,NA,NA,NA,NA,NA
808_HILICNeg,HILICNeg,655.2218,10.19,NA,NA,NA,1.008901947,0.595794646,0.055875638,NA,NA,NA,0.012691731,0.021568432,0.006764818
809_HILICNeg,HILICNeg,657.16632,11.787,0.001998235,0.001432583,0.001397571,0.114902489,0.112610129,0.007870879,NA,NA,NA,NA,NA,NA
810_HILICNeg,HILICNeg,657.18652,11.924,0.002214073,0.002278661,0.001968312,2.16E-05,0.002828953,5.01E-05,NA,NA,NA,NA,NA,NA
811_HILICNeg,HILICNeg,661.08197,13.622,0.001146827,9.38E-04,8.69E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
812_HILICNeg,HILICNeg,662.10394,12.041,0.002572854,0.002161512,0.0020935,0.005296541,0.005216921,4.63E-04,NA,NA,NA,NA,NA,NA
813_HILICNeg,HILICNeg,663.08685,12.338,2.68E-04,1.33E-04,3.17E-04,0.00124606,9.84E-04,6.42E-05,NA,NA,NA,NA,NA,NA
814_HILICNeg,HILICNeg,665.21637,14.407,NA,NA,NA,NA,NA,NA,0.168292275,0.265770243,0.334353306,0.009863355,8.97E-05,8.31E-04
815_HILICNeg,HILICNeg,675.17682,11.78,NA,3.68E-06,NA,0.047264638,0.040491902,0.002258052,NA,NA,NA,NA,NA,NA
816_HILICNeg,HILICNeg,677.19135,10.153,NA,NA,NA,0.010168673,0.009007801,8.63E-04,NA,NA,NA,NA,NA,NA
817_HILICNeg,HILICNeg,678.09723,13.248,1.37E-04,8.60E-05,7.27E-05,7.81E-04,5.92E-04,4.28E-05,NA,NA,NA,NA,NA,NA
818_HILICNeg,HILICNeg,678.2157,12.509,NA,NA,NA,0.07475983,0.067692063,0.005845643,NA,NA,NA,NA,NA,NA
819_HILICNeg,HILICNeg,679.13422,11.703,NA,NA,NA,0.002926082,0.003921473,1.55E-04,NA,NA,NA,NA,NA,NA
820_HILICNeg,HILICNeg,679.16925,11.915,4.95E-04,4.42E-04,4.67E-04,9.74E-04,0.001384346,1.34E-04,NA,NA,NA,NA,NA,NA
821_HILICNeg,HILICNeg,683.22638,11.796,0.03235063,0.039200368,0.042179155,0.370548008,0.364985928,0.025722958,NA,NA,NA,NA,NA,NA
822_HILICNeg,HILICNeg,688.17371,11.865,0.001697098,0.002307273,0.001368685,0.003282987,0.002623365,6.61E-05,NA,NA,NA,NA,NA,NA
823_HILICNeg,HILICNeg,691.19867,10.151,NA,NA,NA,0.146642297,0.108121294,0.01099852,NA,NA,NA,0.005967392,0.011386551,0.00353704
824_HILICNeg,HILICNeg,693.19635,10.048,NA,NA,NA,0.057708327,0.040300879,0.00336362,NA,NA,NA,9.86E-04,NA,8.13E-04
830_HILICNeg,HILICNeg,699.1178,13.633,NA,NA,NA,NA,NA,NA,0.152397176,0.238919811,0.286257473,3.58E-04,7.48E-05,1.56E-04
831_HILICNeg,HILICNeg,699.16986,10.201,NA,NA,NA,0.001070944,0.001880096,2.00E-04,NA,NA,NA,NA,NA,NA
832_HILICNeg,HILICNeg,700.18646,12.513,NA,NA,NA,0.003179032,0.003882146,3.67E-04,NA,NA,NA,NA,NA,NA
833_HILICNeg,HILICNeg,705.19623,11.785,0.002687643,0.003049284,0.003217618,0.018358774,0.032143169,0.003013765,NA,NA,NA,NA,NA,NA
835_HILICNeg,HILICNeg,716.26691,15.104,1.79E-04,2.13E-04,1.90E-04,NA,NA,3.89E-06,NA,NA,NA,NA,NA,NA
836_HILICNeg,HILICNeg,718.21814,10.226,NA,NA,NA,0.019088106,0.014507032,0.001036098,NA,NA,NA,NA,NA,NA
837_HILICNeg,HILICNeg,719.20319,11.796,0.001981538,0.0021736,0.002342877,0.015442743,0.018733157,0.001834747,NA,NA,NA,NA,NA,NA
838_HILICNeg,HILICNeg,727.16809,11.739,3.72E-04,2.98E-04,3.02E-04,3.06E-04,0.001854752,4.21E-04,NA,NA,NA,NA,NA,NA
839_HILICNeg,HILICNeg,741.17517,11.791,3.92E-05,7.21E-05,1.20E-04,6.60E-04,0.002078266,1.24E-04,NA,NA,NA,NA,NA,NA
840_HILICNeg,HILICNeg,749.14502,9.96,NA,NA,NA,0.002471546,0.002009737,3.31E-04,NA,NA,NA,NA,NA,NA
841_HILICNeg,HILICNeg,763.19397,14.393,NA,NA,NA,NA,NA,NA,0.25129098,0.334313585,0.392848656,0.007851046,NA,8.60E-04
842_HILICNeg,HILICNeg,784.15143,10.251,2.03E-04,2.20E-04,2.46E-04,0.00132782,0.00110452,2.88E-05,NA,NA,NA,NA,NA,NA
2_HILICPos,HILICPos,84.04498,12.11,0.20506958,0.001704643,0.158577196,0.284389721,0.330062564,0.024912969,NA,NA,NA,NA,NA,NA
3_HILICPos,HILICPos,84.04501,11.464,0.00280675,NA,0.003229738,0.200689745,0.175970394,0.019639248,NA,NA,NA,NA,NA,NA
15_HILICPos,HILICPos,90.05552,11.117,0.026257097,0.019811411,0.015107489,0.039732162,0.057315855,0.003566849,NA,NA,NA,NA,NA,NA
17_HILICPos,HILICPos,93.05515,10.583,NA,1.21E-04,1.46E-04,0.002634004,0.002315322,2.22E-04,NA,NA,NA,NA,NA,NA
